,COUNTRY,REGION,CATEGORY,MEASURE,COMMENTS,SOURCE,ENTRY_DATE,ISO_ALP_2,CONFIRMED,DEATHS,POPULATION
233,Croatia,Europe,Social distancing,Schools closure,Two week suspension of schools and universities starting 16 March,government of croatia,2020-03-16,HR,57,0,4284889
234,Croatia,Europe,Public health measures,general recommendations,"It is recommended that health care institutions and health care professionals postpone the provision of health tourism services (providing health services to persons from outside Croatia, such as dental services, spa services, etc.) to persons coming from the affected areas in the next month to prevent",government of croatia,2020-03-16,HR,57,0,4284889
235,Lithuania,Europe,Public health measures,introduction of isolation and quarantine policies,"All travellers from the Italian regions of Veneto, Lombardy, Piedmont and Emilia-Romagna will still be checked onboard the plane, their contact details will be collected so that the operators of the National Health Center can contact them for the next two weeks and monitor their health.",international sos,2020-03-16,LT,17,0,2944459
236,Lithuania,Europe,Movement restrictions,Border closure,"Foreign nationals banned from entering the country; execeptions of freight, diplomatic persons, and their family members",ministry of health,2020-03-16,LT,17,0,2944459
237,Lithuania,Europe,Movement restrictions,domestic travel restrictions,In country travels limitations and 1 meter distance between people.,ministry of health,2020-03-16,LT,17,0,2944459
238,Lithuania,Europe,Movement restrictions,Border closure,Cruises can't enter ports.,ministry of health,2020-03-16,LT,17,0,2944459
239,Armenia,Asia,Social distancing,Schools closure,all schools for 1 week,civilnet,2020-03-16,AM,52,0,2968000
240,Estonia,Europe,Public health measures,general recommendations,Peope from China or Italian COVID regions are recommended to work and study from home for 14 days and monitor syntoms.,ministry of foreign affairs - italy ,2020-03-16,EE,205,0,1291170
241,Estonia,Europe,Public health measures,health screenings in airports and border crossings,Unknown,ministry of foreign affairs - italy ,2020-03-16,EE,205,0,1291170
242,Estonia,Europe,Movement restrictions,international flights suspension,Some routes to Italy.,ministry of foreign affairs - italy ,2020-03-16,EE,205,0,1291170
243,Estonia,Europe,Movement restrictions,Border closure,"Only residents, nationals and family allowed in. No exit restrinctions.; Note: restrictions to foreigners updated on 26.03.2020 (e.g. opening for business continuity, transport workers)",ministry of foreign affairs - uk,2020-03-16,EE,205,0,1291170
244,Estonia,Europe,Public health measures,introduction of isolation and quarantine policies,Anyone who enters the country 14 days quarantine.,official tourist website,2020-03-16,EE,205,0,1291170
245,Turkey,Middle East,Social distancing,Schools closure,"1 week: all primary, middle and high schools closed, and teaching will resume via online channels. Universites will be closed for three weeks",ministry of health,2020-03-16,TR,18,0,77804122
246,Turkey,Middle East,Public health measures,health screenings in airports and border crossings,Health screenings in airports and maritime ports using thermal cameras,dailysabah,2020-03-16,TR,18,0,77804122
247,Turkey,Middle East,Movement restrictions,international flights suspension,Turkey suspends all flights from China,hrriyet,2020-03-16,TR,18,0,77804122
248,Turkey,Middle East,Movement restrictions,international flights suspension,Turkey suspends all flights from Iran,guardian,2020-03-16,TR,18,0,77804122
249,Turkey,Middle East,Movement restrictions,international flights suspension,"flights from and to suspended for Austria, Azerbaijan, Belgium, China, Denmark, France, Germany, Iran, Iraq, Italy, the Netherlands, Norway, Spain, Sweden and South Korea ",us embassy,2020-03-16,TR,18,0,77804122
250,Turkey,Middle East,Movement restrictions,international flights suspension,"passengers denied entry or transfer if they have been during the past 14 days in either Austria, Azerbaijan, Belgium, China, Denmark, France, Germany, Iran, Iraq, Italy, the Netherlands, Norway, Spain, Sweden and South Korea.",us embassy,2020-03-16,TR,18,0,77804122
251,Turkey,Middle East,Public health measures,introduction of isolation and quarantine policies,"Turkish citizens have to quarantine for 14 days if the are returning fom Austria, Azerbaijan, Belgium, China, Denmark, France, Germany, Iran, Iraq, Italy, the Netherlands, Norway, Spain, Sweden and South Korea",us embassy,2020-03-16,TR,18,0,77804122
252,Turkey,Middle East,Movement restrictions,Border checks,Closure of land borders with Iran and Iraq,us embassy,2020-03-16,TR,18,0,77804122
253,Turkey,Middle East,Social distancing,limit public gatherings,"closure of restaurants, bars, night clubs starting on 16 March",sputnik,2020-03-16,TR,18,0,77804122
254,Germany,Europe,Social distancing,Schools closure,"state-based school and nursery closure in 12 states (as of 16/03), implementation dates vary but for most states closures start on 16 March",deutschlandfunk,2020-03-16,DE,7272,17,81802257
255,Czech Republic,Europe,Public health measures,health screenings in airports and border crossings,Screenings at major border crossings,US Embassy in the Czech Republik,2020-03-16,CZ,298,0,10476000
256,Czech Republic,Europe,Public health measures,introduction of isolation and quarantine policies,If an infection is suspected authorities may be directed to a quarantine facility for testing and legally mandated quarantine. ,US Embassy in the Czech Republik,2020-03-16,CZ,298,0,10476000
257,Czech Republic,Europe,Social distancing,Schools closure,"All schools, universities, cultural institions are closed for the next 30 days. ",US Embassy in the Czech Republik,2020-03-16,CZ,298,0,10476000
258,Czech Republic,Europe,Social distancing,limit public gatherings,All public events with more than 30 people are banned. ,US Embassy in the Czech Republik,2020-03-16,CZ,298,0,10476000
259,Czech Republic,Europe,Governance and socio-economic measures,state of emergency declared,Unknown,US Embassy in the Czech Republik,2020-03-16,CZ,298,0,10476000
260,Czech Republic,Europe,Lockdown,partial lockdown,"Nationwide quarantine from 16 March until 24 March, except for essential needs, helping others and necessary trips to famillies; extended to last until 11th April",US Embassy in the Czech Republik,2020-03-16,CZ,298,0,10476000
261,Czech Republic,Europe,Movement restrictions,Border closure,Borders closed from 16 March to 24 March,US Embassy in the Czech Republik,2020-03-16,CZ,298,0,10476000
262,Finland,Europe,Movement restrictions,international flights suspension,To and from Milan and Rome and strong reduction of other connections.,ministry of foreign affairs - italy,2020-03-16,FI,277,0,5244000
263,Finland,Europe,Public health measures,introduction of isolation and quarantine policies,Recommended for those who have been abroad. 14 days lenght.,ministry of foreign affairs - uk,2020-03-16,FI,277,0,5244000
264,Finland,Europe,Social distancing,limit public gatherings,Cancelling public events with more than 500 people until may 31,ministry of health - finland,2020-03-16,FI,277,0,5244000
265,Denmark,Europe,Movement restrictions,Border closure,"The government of Denmark closed its borders to all but Danish citizens, individuals with Danish work or residency permits, and those the Danish government determines have a critical purpose of travel ",US Embassy in Denmark,2020-03-16,DK,932,3,5484000
266,Denmark,Europe,Public health measures,general recommendations,All Danes should avoid all but necessary travel outside of the country.,danish police,2020-03-16,DK,932,3,5484000
267,Denmark,Europe,Social distancing,Schools closure,All public schools are closed for two weeks as 16 March.,danish police,2020-03-16,DK,932,3,5484000
268,Denmark,Europe,Social distancing,Public services closure,All public servants who do not perform critical functions will be asked towork from home. ,danish police,2020-03-16,DK,932,3,5484000
269,Denmark,Europe,Social distancing,limit public gatherings,Closures of indoor cultural institutions and leisure facilities. Transportation limited.,danish police,2020-03-16,DK,932,3,5484000
270,Portugal,Europe,Public health measures,strengthening the public health system,Health strenghtening measures,portugal news,2020-03-16,PT,331,0,10676000
271,Portugal,Europe,Governance and socio-economic measures,emergency administrative structures activated or established,Social measures for emergency times.,portugal news,2020-03-16,PT,331,0,10676000
272,Sweden,Europe,Social distancing,limit public gatherings,limit of public gatherings to 500 persons,government,2020-03-16,SE,1103,6,9828655
273,Norway,Europe,Movement restrictions,Border checks,border checks at all borders,government,2020-03-16,NO,1333,3,5009150
274,Norway,Europe,Movement restrictions,Border closure,non-residents and non-citizens are not allowed to enter,government,2020-03-16,NO,1333,3,5009150
275,Norway,Europe,Public health measures,introduction of isolation and quarantine policies,"all arriving travelers (exept from Sweden or Finland) are requested to self-quarantine for 14 days upon entering Norway, including those who have arrived since 27 February",government,2020-03-16,NO,1333,3,5009150
276,Norway,Europe,Social distancing,Schools closure,"closure of all schools, educational insititutions and childcare centres from 12 March until 26 March (extended to past Eastern on 24/03/2020)",directorate of health,2020-03-16,NO,1333,3,5009150
277,Norway,Europe,Social distancing,limit public gatherings,closure of public facilities such as swimming pool,directorate of health,2020-03-16,NO,1333,3,5009150
278,Iceland,Europe,Public health measures,mass population testing,All citizens are offered screening ,government of iceland,2020-03-16,IS,180,0,308910
279,Iceland,Europe,Public health measures,introduction of isolation and quarantine policies,14 day self-quarantine for all those arriving from high risk places. ,government of iceland,2020-03-16,IS,180,0,308910
280,Moldova Republic Of,Europe,Movement restrictions,international flights suspension,From and to France and Spain,international sos,2020-03-16,MD,23,0,4324000
281,Moldova Republic Of,Europe,Movement restrictions,international flights suspension,Flights to/from all European countries with confirmed COVID-19 cases will be suspended from 15 March.,international sos,2020-03-16,MD,23,0,4324000
282,Moldova Republic Of,Europe,Movement restrictions,visa restrictions,Entry into the separatist region of Transnistria will be refused to all nationals of a country affected by COVID-19.,international sos,2020-03-16,MD,23,0,4324000
283,Luxembourg,Europe,Lockdown,partial lockdown,traffic is limited to essential trips only ,government,2020-03-16,LU,77,1,497538
284,Luxembourg,Europe,Social distancing,Schools closure,closure of all education facilities for 2 weeks starting 16 March,government,2020-03-16,LU,77,1,497538
285,Luxembourg,Europe,Social distancing,limit public gatherings,"closure of public facilities such as bars, restaurants, public baths",government,2020-03-16,LU,77,1,497538
286,Hungary,Europe,Public health measures,introduction of isolation and quarantine policies,Those who may have been infected are being quarantined for 2 weeks.,us embassy,2020-03-16,HU,39,1,9982000
287,Hungary,Europe,Movement restrictions,visa restrictions,"Non-nationals arriving from China, Italy, Iran, Israel, South Korea are not allowed to enter. Nationals and residents may enter but must quarantine for 14 days. ",government,2020-03-16,HU,39,1,9982000
288,Hungary,Europe,Social distancing,limit public gatherings,Public gatherings banned of more than 100 indoors and more than 500 outdoors.,government,2020-03-16,HU,39,1,9982000
289,Hungary,Europe,Movement restrictions,Border checks,"Border checks with Slovenia, Austria, and Croatia",government,2020-03-16,HU,39,1,9982000
290,Hungary,Europe,Social distancing,Schools closure,Elementary and high schools are closed from 16 March,government,2020-03-16,HU,39,1,9982000
291,Hungary,Europe,Governance and socio-economic measures,state of emergency declared,Unknown,government,2020-03-16,HU,39,1,9982000
292,Ireland,Europe,Public health measures,general recommendations,"Reduce social interactions, distance kept of 2 m, do not shake hands, etc.",government of ireland,2020-03-16,IE,169,2,4622917
293,Ireland,Europe,Social distancing,limit public gatherings,Limit of more than 100 people gatherings indoor and more than 500 people outdoor. All state run cultural instituions are closed ,department of health,2020-03-16,IE,169,2,4622917
294,Ireland,Europe,Social distancing,Schools closure,All schools at all levels are closed until 29 March ,department of education,2020-03-16,IE,169,2,4622917
295,Romania,Europe,Public health measures,introduction of isolation and quarantine policies,"Quarantine for those asymptomatic individuals arriving in Romania through land or air points of entry and originating from or transiting within the previous 14 days any country with at least 500 confirmed cases of COVID-19, must self-isolate at home for 14 days.",us embassy,2020-03-16,RO,158,0,21959278
296,Romania,Europe,Social distancing,limit public gatherings,Restricted gatherings of more than 50 ,us embassy,2020-03-16,RO,158,0,21959278
297,Romania,Europe,Movement restrictions,international flights suspension,Flights suspended between Italy and Romania until 23 March.,unknown,2020-03-16,RO,158,0,21959278
298,Romania,Europe,Movement restrictions,visa restrictions,"Airlines may not board foreign passengers from Italy, China, Iran or South Korea on connecting flights to Romania.",us embassy,2020-03-16,RO,158,0,21959278
299,United Arab Emirates,Middle East,Movement restrictions,visa restrictions,entry ban for travellers from Iran (no government confirmation available but reported in media),reuters,2020-03-16,AE,98,0,4975593
300,United Arab Emirates,Middle East,Movement restrictions,visa restrictions,suspension of visa issuance starting March 17,nyt,2020-03-16,AE,98,0,4975593
301,United Arab Emirates,Middle East,Movement restrictions,international flights suspension,"flights to and from Iran and China are suspended, some exeptions for flights to and from Beijing; as of 17 March also all flights from and to Lebanon, Turkey, Syria and Iraq will be extended",ministry of foreign affairs,2020-03-16,AE,98,0,4975593
302,United Arab Emirates,Middle East,Public health measures,health screenings in airports and border crossings,passengers arriving from China will undergo health screening,khaleejtimes,2020-03-16,AE,98,0,4975593
303,United Arab Emirates,Middle East,Public health measures,health screenings in airports and border crossings,health sreenings for all passengers arriving,us embassy,2020-03-16,AE,98,0,4975593
304,United Arab Emirates,Middle East,Social distancing,Schools closure,schools will be closed for 4 weeks,us embassy,2020-03-16,AE,98,0,4975593
305,United Arab Emirates,Middle East,Public health measures,introduction of isolation and quarantine policies,Introduction of quarantine policiesfor guests in several hotels after detection of a coronavirus infection,us embassy,2020-03-16,AE,98,0,4975593
306,United Arab Emirates,Middle East,Social distancing,limit public gatherings,"suspension of wedding venues, fitness clubs, cinemas and other public establishment from 16 to 31 March ",emirates news agency ,2020-03-16,AE,98,0,4975593
307,Georgia,Europe,Movement restrictions,visa restrictions,No entry except citizens and those with family in Georgia (until at least 1. April),ministry of foreign affairs - france,2020-03-16,GE,33,0,4630000
308,Georgia,Europe,Movement restrictions,additional health/documents requirements upon arrival,"People having travelled in France, Germany, Austria, Spain, China, Iran, South Korea and Italy",ministry of foreign affairs - france,2020-03-16,GE,33,0,4630000
309,Georgia,Europe,Public health measures,introduction of isolation and quarantine policies,"People having travelled in France, Germany, Austria, Spain, China, Iran, South Korea and Italy for 14 days",ministry of foreign affairs - france,2020-03-16,GE,33,0,4630000
310,Iran,Middle East,Social distancing,Schools closure,Unknown,ministry of health and medical education,2020-03-16,IR,14991,853,76923300
311,Iran,Middle East,Movement restrictions,international flights suspension,"Iran, China, Hong Kong, Macau, Taiwan",ministry of foreign affairs - france,2020-03-16,IR,14991,853,76923300
312,Iran,Middle East,Movement restrictions,Border checks,Within major internal cities,ministry of health and medical education,2020-03-16,IR,14991,853,76923300
313,Iran,Middle East,Public health measures,introduction of isolation and quarantine policies,Controlling drivers temperature on selected roads,presidency of iran,2020-03-16,IR,14991,853,76923300
314,Iran,Middle East,Movement restrictions,international flights suspension,State's company suspends flights towards Europe ,presidency of iran,2020-03-16,IR,14991,853,76923300
315,Iran,Middle East,Social distancing,changes in prison-related policies,"54,000 prisoners temporarily released to prevent spread the virus",presidency of iran,2020-03-16,IR,14991,853,76923300
316,Iran,Middle East,Social distancing,Schools closure,All schools and univerisities ,ministry of education,2020-03-16,IR,14991,853,76923300
317,Kazakhstan,Asia,Movement restrictions,visa restrictions,"Travel ban for people from countries such as China, Iran, South Korea, Italy - not applicable to diplomats and transport crews.",ministry of foreign affairs - france,2020-03-16,KZ,10,0,15340000
318,Kazakhstan,Asia,Movement restrictions,visa restrictions,"Travel ban for people from countries France, Germany, Spain - not applicable to diplomats and transport crews.",ministry of foreign affairs - france,2020-03-16,KZ,10,0,15340000
319,Kazakhstan,Asia,Public health measures,general recommendations,Other countries travellers have benn recommended to check with a doctor for 14 days upon arrival,ministry of foreign affairs - france,2020-03-16,KZ,10,0,15340000
320,Viet Nam,Asia,Movement restrictions,visa restrictions,"travellers from all 26 Schengen countries, UK, Northern Ireland as well as all travellers who have been to these countries in the past 14 days are not permitted to enter Vietnam",us embassy,2020-03-16,VN,61,0,89571130
321,Viet Nam,Asia,Movement restrictions,visa restrictions,visas for all foreign nationsl are suspended,us embassy,2020-03-16,VN,61,0,89571130
322,Viet Nam,Asia,Public health measures,introduction of isolation and quarantine policies,quarantine may be applied for passengers arriving,us embassy,2020-03-16,VN,61,0,89571130
323,Viet Nam,Asia,Public health measures,health screenings in airports and border crossings,arriving travellers are subject to medical checks,us embassy,2020-03-16,VN,61,0,89571130
324,Viet Nam,Asia,Movement restrictions,visa restrictions,travellers arriving from China or have been in China during past 14 days are not permitted to enter starting 3 February,ministry of health,2020-03-16,VN,61,0,89571130
325,Jamaica,Americas,Public health measures,introduction of isolation and quarantine policies,"Citizens, non-Jamaicans with permanent residency, and those with marriage exemptions who have travelled to China, Iran, Italy, South Korea, and Singapore in the past 14 days will be subject to health assessments and quarantines.",international sos,2020-03-16,JM,10,0,2847232
326,Jamaica,Americas,Movement restrictions,additional health/documents requirements upon arrival,"Citizens, non-Jamaicans with permanent residency, and those with marriage exemptions who have travelled to China, Iran, Italy, South Korea, and Singapore in the past 14 days will be subject to health assessments and quarantines.",international sos,2020-03-16,JM,10,0,2847232
327,Jamaica,Americas,Movement restrictions,visa restrictions,"All travellers with recent travel history to China, France, Germany, Iran, Italy, Singapore, South Korea and Spain will be subjected to immediate quarantine or could be denied entry.",international sos,2020-03-16,JM,10,0,2847232
328,Jamaica,Americas,Public health measures,introduction of isolation and quarantine policies,Airline crew will be given special permission to enter the country but are expected to remain in specified locations with restricted movement. ,ministry of foreign affairs - uk ,2020-03-16,JM,10,0,2847232
329,Thailand,Asia,Public health measures,introduction of isolation and quarantine policies,"travellers from so-called infected zones (China incl. Hong Kong and Macau, Italy, Iran, South Korea) and passengers who have been to these countries in the past 14 days have to self-quarantine for 14 days",channelnewsasia,2020-03-16,TH,147,1,67089500
330,Thailand,Asia,Movement restrictions,visa restrictions,"passengers from China, Italy, Iran, South Korea are no required to apply for a visa",channelnewsasia,2020-03-16,TH,147,1,67089500
331,Thailand,Asia,Movement restrictions,additional health/documents requirements upon arrival,"passengers from China, Italy, Iran, South Korea have to proivide health certificate",channelnewsasia,2020-03-16,TH,147,1,67089500
332,South Africa,Africa,Public health measures,introduction of isolation and quarantine policies,Quarantine for those who test positive,uk government travel advice,2020-03-16,ZA,62,0,49000000
333,South Africa,Africa,Public health measures,health screenings in airports and border crossings,Infrafed thermometers and health personnel at all ports of entry.,uk government travel advice,2020-03-16,ZA,62,0,49000000
334,South Africa,Africa,Governance and socio-economic measures,emergency administrative structures activated or established,Emergency Operations Center of the National Institute of Communicable Diseases has been activated,us embassy,2020-03-16,ZA,62,0,49000000
335,South Africa,Africa,Movement restrictions,visa restrictions,Authorities imposing travel ban on individuals entering South Africa from various countries affected including the United Kingdom,south african government,2020-03-16,ZA,62,0,49000000
336,South Africa,Africa,Social distancing,Schools closure,All public schools closed as of 18 March until 13 April,sa government,2020-03-16,ZA,62,0,49000000
337,Mongolia,Asia,Social distancing,Schools closure,Unknown,iom dtm,2020-03-17,MN,5,0,3086918
338,Malta,Europe,Movement restrictions,international flights suspension,suspension of all flights to Milan,government,2020-03-16,MT,30,0,403000
339,Malta,Europe,Movement restrictions,international flights suspension,"suspension of air and sea travel with France, Spain, Switzerland, Germany as of 11 March ",government,2020-03-16,MT,30,0,403000
340,Malta,Europe,Public health measures,introduction of isolation and quarantine policies,"all travellers arriving in Malta from Spain, Germany, France, Switzerland have to undergo 14 days quarantine",deputy prime minister,2020-03-16,MT,30,0,403000
341,Malta,Europe,Public health measures,health screenings in airports and border crossings,Thermal screenings on airports and maritime ports,deputy prime minister,2020-03-16,MT,30,0,403000
342,Malta,Europe,Public health measures,introduction of isolation and quarantine policies,"mandatory quarantine upon arrival for travellers from Italy, China, Singapoure, Japan, Iran, South Korea starting 27 February",deputy prime minister,2020-03-16,MT,30,0,403000
343,Malta,Europe,Social distancing,Schools closure,all schools and educational insitutions closed for a week as of 13 March,government,2020-03-16,MT,30,0,403000
344,Malta,Europe,Public health measures,introduction of isolation and quarantine policies,"as of 13 March, all travellers arriving in Malta have to quarantine regardless of country of departure; the same is true for people co-living with them; enforcable with 3000 EUR max fines",government,2020-03-16,MT,30,0,403000
345,Morocco,Africa,Movement restrictions,international flights suspension,All international flights suspended,kingdom of morocco,2020-03-16,MA,29,1,33848242
346,Morocco,Africa,Public health measures,strengthening the public health system,orocco?s King Mohammed VI ordered the creation of a 10 billion dirham ($1 billion) fund to upgrade health infrastructure,reuters,2020-03-16,MA,29,1,33848242
347,Morocco,Africa,Governance and socio-economic measures,economic measures,Morocco?s King Mohammed VI ordered the creation of a 10 billion dirham ($1 billion) fund to help vulnerable economic sectors,reuters,2020-03-16,MA,29,1,33848242
348,Morocco,Africa,Social distancing,limit public gatherings,Limit public gatherings of more than 50 people,reuters,2020-03-16,MA,29,1,33848242
349,Morocco,Africa,Social distancing,limit public gatherings,"Morocco will close eateries, cinemas, theaters, sports, public clubs, baths, and other entertainment venues ",reuters,2020-03-16,MA,29,1,33848242
350,Morocco,Africa,Social distancing,Schools closure,Country-wide schools closure by 13 of March,unesco ,2020-03-16,MA,29,1,33848242
351,Israel,Middle East,Public health measures,introduction of isolation and quarantine policies,all people returning to Israel have to self-quarantine for 14 days,ministry of health,2020-03-16,IL,255,0,7353985
352,Israel,Middle East,Social distancing,limit public gatherings,"all public gatherings are limited to 10 persons, public establishments such as bars, restaurants, gyms, ritual baths are closed",ministry of health,2020-03-16,IL,255,0,7353985
353,Israel,Middle East,Social distancing,Schools closure,schools and education institutes will be closed as of 15 March,ministry of health,2020-03-16,IL,255,0,7353985
354,Israel,Middle East,Movement restrictions,surveillance and monitoring,Movements tracker - Government announces use of such counter-terrorism technology such as electronic surveilance to follow up on people infected. Not yet implemented.,jerusalempost,2020-03-16,IL,255,0,7353985
355,North Macedonia Republic Of,Europe,Movement restrictions,visa restrictions,entry ban for citizens from high risk countries ,meta,2020-03-16,MK,18,0,2062294
356,North Macedonia Republic Of,Europe,Social distancing,Schools closure,"closure of schools, universities and kindergardens for 2 weeks",meta,2020-03-16,MK,18,0,2062294
357,North Macedonia Republic Of,Europe,Movement restrictions,Border closure,closure of several border crossings,reuters,2020-03-16,MK,18,0,2062294
358,North Macedonia Republic Of,Europe,Social distancing,limit public gatherings,"suspension of public gatherings, restricted opening hours for restaurants and cafes",reuters,2020-03-16,MK,18,0,2062294
359,North Macedonia Republic Of,Europe,Public health measures,strengthening the public health system,postponement of non urgent surgeries and other medical procedures,reuters,2020-03-16,MK,18,0,2062294
360,North Macedonia Republic Of,Europe,Public health measures,introduction of isolation and quarantine policies,citizens entering from high or medium risk countries are ordered to self-isolate for 14 days,ministry of health,2020-03-16,MK,18,0,2062294
361,Mauritius,Africa,Movement restrictions,visa restrictions,"Travellers from the Island of Runion in the past 14 days will not be authorized to enter Maurician territory -- ?Tout tranger sortant de, ou ayant transit par l?ile de la Runion lors de ces 14 derniers jours, ne sera pas autoris  entrer dans le territoire mauricien  partir de ce lundi 16 mars 2020, 20 heures GMT.?",mauritius mohw,2020-04-01,MU,161,6,1294104
362,Mauritius,Africa,Public health measures,health screenings in airports and border crossings,Health checks at airports/ports to ensure increased surveillance ,mauritius mohw,2020-04-01,MU,161,6,1294104
363,Mauritius,Africa,Public health measures,introduction of isolation and quarantine policies,"Persons who traveled through France or Germany in the past 14 days will be placed in quarantine only if that person presents symptoms of fever, cough, or difficulty breathing. ",mauritius mohw,2020-04-01,MU,161,6,1294104
364,Sri Lanka,Asia,Movement restrictions,visa restrictions,"ban of entry for travellers arriving from Ital, Iran, South Korea, France, Germany, Spain, Sweden, Switzerland, Denmark, Netherlands, Austria, United Kingdom, Belgium, and Norway",us embassy,2020-03-16,LK,28,0,21513990
365,Sri Lanka,Asia,Movement restrictions,visa restrictions,visas on arrival are suspended,us embassy,2020-03-16,LK,28,0,21513990
366,Sri Lanka,Asia,Movement restrictions,visa restrictions,cruise ship passengers not allowed to disembark,us embassy,2020-03-16,LK,28,0,21513990
367,Sri Lanka,Asia,Public health measures,health screenings in airports and border crossings,thermal screenings,us embassy,2020-03-16,LK,28,0,21513990
368,Sri Lanka,Asia,Movement restrictions,additional health/documents requirements upon arrival,passengers have to fill out a health declaration upon entry,us embassy,2020-03-16,LK,28,0,21513990
369,Sri Lanka,Asia,Social distancing,Schools closure,schools closed from until 20 April,colombopage,2020-03-16,LK,28,0,21513990
370,Sri Lanka,Asia,Public health measures,introduction of isolation and quarantine policies,"self-quarantine for citizens and other foreign nationals returning from countries with local transmission (China, South Korea) as of 24 Feb, as of 29 Feb this also applies to those returning from Italy ",ministry of health,2020-03-16,LK,28,0,21513990
371,Japan,Asia,Public health measures,health screenings in airports and border crossings,Unknown,us embassy,2020-03-16,JP,825,27,127288000
372,Japan,Asia,Movement restrictions,visa restrictions,"Non essential travel from foreign nationals who have visited the following the last 14 days: China (Hubei Zhejiang), South Korea (The city of Daegu or the neighbouring county of Cheongo; and the cities of Gyeongsan, Andong, Yeoncheo, and counties of Chilgok, Uiseong, Seongju or Gunwi in North Gyeongsang Province), Iran (Qom Province, Tehran Province, Gilan Province, Alborz Province, Isfahan Province, Qazvin Province, Golestan Province, Semnan Province, Mazandaran Province, Markazi Province, Lorestan Province), Italy (Veneto Region, Emilia Romagna Region, Piemonte Region, Marche Region, Lombardy Region) and San Marino. ",uk government travel advice,2020-03-16,JP,825,27,127288000
373,Russian Federation,Europe,Movement restrictions,visa restrictions,"Banned entry of non-residents (except airline crew and official delegations) into Russia from China, South Korea, Italy and Iran.",uk government travel advice,2020-03-16,RU,90,0,140702000
374,Russian Federation,Europe,Movement restrictions,international flights suspension,Passenger flights suspended between Russia and EU member states ,uk government travel advice,2020-03-16,RU,90,0,140702000
375,Russian Federation,Europe,Public health measures,introduction of isolation and quarantine policies,14-day self Quarantines in place for those arriving from China and . Country specific Quarantines are also in effect in Moscow (see below),us embassy,2020-03-16,RU,90,0,140702000
376,Russian Federation,Europe,Public health measures,introduction of isolation and quarantine policies,"Visitors should self-isolate for 14 days if they are arriving from China, South Korea, Italy, Iran, France, Germany, and Spain. ",uk government travel advice,2020-03-16,RU,90,0,140702000
377,Russian Federation,Europe,Social distancing,limit public gatherings,Public indoor events limited to no more than 50 people,usn,2020-03-16,RU,90,0,140702000
378,Russian Federation,Europe,Movement restrictions,Border closure,Borders will be closed to all foreign nationals until May,russia today,2020-03-16,RU,90,0,140702000
379,Tunisia,Africa,Public health measures,introduction of isolation and quarantine policies,"quarantine for passengers arriving from risk countries (China, Italy, Iran, Egypt, South Korea, France, Spain, Germany, USA, Japan, Switzerland, Netherlands, UK, Sweden, Norway, Belgium, Denmark, Austria, Singapor, Malysia, Austrialia, Bahrain)",ministry of health,2020-03-16,TN,20,0,10589025
380,Tunisia,Africa,Public health measures,health screenings in airports and border crossings,thermal screenings at entry points,french embassy,2020-03-16,TN,20,0,10589025
381,Tunisia,Africa,Movement restrictions,additional health/documents requirements upon arrival,arriving travellers have to fill out a health questionnaire,french embassy,2020-03-16,TN,20,0,10589025
382,Tunisia,Africa,Movement restrictions,international flights suspension,"flights to Italy suspended, reductions of flights to France",reuters,2020-03-16,TN,20,0,10589025
383,Tunisia,Africa,Social distancing,limit public gatherings,"suspension of prayers in mosques, suspensions on certain social gatherings, restricted opening hours for cafes",aljazeera,2020-03-16,TN,20,0,10589025
384,Tunisia,Africa,Movement restrictions,Border closure,closure of maritime borders,aljazeera,2020-03-16,TN,20,0,10589025
385,Kuwait,Middle East,Movement restrictions,international flights suspension,All commercials flights to and from Kuwait,ministry of foreign affairs - france,2020-03-16,KW,123,0,2789132
386,Kuwait,Middle East,Movement restrictions,visa restrictions,Suspension of visas in all entry points,ministry of foreign affairs - france,2020-03-16,KW,123,0,2789132
387,Liberia,Africa,Public health measures,health screenings in airports and border crossings,For everyone.,ministry of foreign affairs - italy,2020-03-16,LR,1,0,3685076
388,Liberia,Africa,Public health measures,introduction of isolation and quarantine policies,"For people coming from countris with more than 200 cases. For 14 days. For people coming from Italy, Iran, China, South Korea, France, Germany, Japan, Spain, quarantine in dedicated structures.",ministry of foreign affairs - italy,2020-03-16,LR,1,0,3685076
389,Liberia,Africa,Public health measures,awareness campaigns,Schools and Communities targeted COVID messages in WASH campains by National Red Cross Society.,ifrc,2020-03-16,LR,1,0,3685076
390,Pakistan,Asia,Movement restrictions,Border closure,Closed borders with Iran,ministry of foreign affairs italy,2020-03-16,PK,136,0,184404791
391,Pakistan,Asia,Movement restrictions,international flights suspension,Flights with Japan and China are suspended,ministry of foreign affairs italy,2020-03-16,PK,136,0,184404791
392,Pakistan,Asia,Social distancing,Schools closure,All schools closed until 5 of April,ministry of foreign affairs - italy,2020-03-16,PK,136,0,184404791
393,Serbia,Europe,Movement restrictions,Border closure,only citizens are permitted to enter,government,2020-03-16,RS,55,0,7344847
394,Serbia,Europe,Movement restrictions,Border closure,closure of all borders,government,2020-03-16,RS,55,0,7344847
395,Serbia,Europe,Governance and socio-economic measures,state of emergency declared,declaration of state of emergency on 15 March,government,2020-03-16,RS,55,0,7344847
396,Serbia,Europe,Social distancing,Schools closure,closure of schools and introduction of online distance learning,government,2020-03-16,RS,55,0,7344847
